date,meal,type,name,brand,amount_g,kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g,kcal_per_g,protein_per_g,carbs_per_g,fat_per_g,fiber_per_g
2024-06-05,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-05,Mittagessen,recipe,20.Mai Spiralnudeln mit Poulet,,0.0,1068.62,76.32,97.39,40.62,0.46,4.3,0,0,0,0,0
2024-06-06,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-07,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-07,Mittagessen,recipe,Fackelspiess Reis,,0.0,789.1,51.39,49.39,42.6,1.37,3.2,0,0,0,0,0
2024-06-09,Mittagessen,recipe,Pouletknusper,,0.0,145.26,15.21,12.31,3.44,0.6,0.71,0,0,0,0,0
2024-06-09,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-10,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-11,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-11,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-12,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-13,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-13,Mittagessen,recipe,Pouletknusper,,0.0,753.83,78.91,63.9,17.86,3.12,3.7,0,0,0,0,0
2024-06-13,Mittagessen,recipe,Dip-Sauce,,0.0,243.1,20.18,13.16,11.25,0.0,11.6,0,0,0,0,0
2024-06-14,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-15,Abendessen,recipe,Kirsche & Erbeershake,,0.0,589.0,53.42,55.17,13.94,9.12,36.99,0,0,0,0,0
2024-06-16,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-16,Mittagessen,recipe,Thunfischaufstrich,,0.0,107.48,13.31,0.77,5.68,0.0,0.12,0,0,0,0,0
2024-06-17,Fruehstueck,recipe,Thunfischaufstrich,,0.0,161.22,19.96,1.15,8.52,0.0,0.18,0,0,0,0,0
2024-06-17,Snack,recipe,Thunfischaufstrich,,0.0,280.64,34.75,2.0,14.83,0.0,0.31,0,0,0,0,0
2024-06-17,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-17,Mittagessen,recipe,Kartoffelstock mit Truten,,0.0,673.0,38.48,51.3,33.4,0.5,1.2,0,0,0,0,0
2024-06-18,Fruehstueck,recipe,Thunfischaufstrich,,0.0,168.42,20.86,1.2,8.9,0.0,0.19,0,0,0,0,0
2024-06-18,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-19,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-20,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-21,Mittagessen,recipe,Fackelspies Kartoffeln,,0.0,839.8,51.43,40.43,51.64,2.91,4.26,0,0,0,0,0
2024-06-21,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-22,Fruehstueck,recipe,Thunfischaufstrich,,0.0,495.98,61.42,3.53,26.2,0.0,0.55,0,0,0,0,0
2024-06-22,Mittagessen,recipe,Thunfischaufstrich,,0.0,184.84,22.89,1.32,9.76,0.0,0.2,0,0,0,0,0
2024-06-23,Fruehstueck,recipe,Thunfischaufstrich,,0.0,523.7,64.85,3.73,27.67,0.0,0.58,0,0,0,0,0
2024-06-23,Mittagessen,recipe,Tomatensauce ,,0.0,264.3,4.32,16.23,19.33,2.31,10.16,0,0,0,0,0
2024-06-24,Mittagessen,recipe,Tomatensauce ,,0.0,176.2,2.88,10.82,12.89,1.54,6.77,0,0,0,0,0
2024-06-24,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-25,Mittagessen,recipe,Tomatensauce ,,0.0,290.81,4.75,17.86,21.27,2.54,11.18,0,0,0,0,0
2024-06-25,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-25,Abendessen,recipe,Tomatensauce ,,0.0,117.14,1.92,7.19,8.57,1.02,4.5,0,0,0,0,0
2024-06-26,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-26,Mittagessen,recipe,Risotto mit Poulet,,0.0,712.41,63.13,74.39,19.01,1.83,4.15,0,0,0,0,0
2024-06-27,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-28,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-28,Mittagessen,recipe,Hackbällchen mit Nudeln ,,0.0,1096.8,68.83,72.0,58.53,0.0,5.4,0,0,0,0,0
2024-06-29,Fruehstueck,recipe,Thunfischaufstrich,,0.0,184.84,22.89,1.32,9.76,0.0,0.2,0,0,0,0,0
2024-06-29,Mittagessen,recipe,Linsendahl,,0.0,332.76,18.34,32.15,12.87,9.21,4.18,0,0,0,0,0
2024-06-29,Mittagessen,recipe,Naanbrot,,0.0,482.2,19.47,89.34,4.18,4.71,0.74,0,0,0,0,0
2024-06-29,Abendessen,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-06-29,Abendessen,recipe,Thunfischaufstrich,,0.0,154.02,19.07,1.1,8.14,0.0,0.17,0,0,0,0,0
2024-06-30,Mittagessen,recipe,Linsendahl,,0.0,582.56,32.1,56.29,22.54,16.12,7.31,0,0,0,0,0
2024-06-30,Mittagessen,recipe,Naanbrot,,0.0,333.19,13.45,61.73,2.89,3.26,0.51,0,0,0,0,0
2024-06-30,Fruehstueck,recipe,Thunfischaufstrich,,0.0,200.25,24.8,1.43,10.58,0.0,0.22,0,0,0,0,0
2024-07-01,Mittagessen,recipe,Linsendahl,,0.0,332.76,18.34,32.15,12.87,9.21,4.18,0,0,0,0,0
2024-07-04,Mittagessen,recipe,Linsendahl,,0.0,199.78,11.01,19.3,7.73,5.53,2.51,0,0,0,0,0
2024-07-05,Fruehstueck,recipe,Thunfischaufstrich,,0.0,234.1,28.99,1.67,12.37,0.0,0.26,0,0,0,0,0
2024-07-05,Mittagessen,recipe,Tomatensauce ,,0.0,290.81,4.75,17.86,21.27,2.54,11.18,0,0,0,0,0
2024-07-06,Fruehstueck,recipe,Thunfischaufstrich,,0.0,92.39,11.44,0.66,4.88,0.0,0.1,0,0,0,0,0
2024-07-07,Fruehstueck,recipe,Thunfischaufstrich,,0.0,323.45,40.05,2.3,17.09,0.0,0.36,0,0,0,0,0
2024-07-07,Abendessen,recipe,Thunfischaufstrich 110 g ,,0.0,95.31,11.19,1.0,5.16,0.01,0.25,0,0,0,0,0
2024-07-08,Fruehstueck,recipe,Thunfischaufstrich 110 g ,,0.0,247.88,29.1,2.61,13.41,0.04,0.64,0,0,0,0,0
2024-07-08,Abendessen,recipe,Thunfischaufstrich 110 g ,,0.0,127.08,14.92,1.34,6.88,0.02,0.33,0,0,0,0,0
2024-07-08,Mittagessen,recipe,Salatdressing,,0.0,176.8,10.01,4.05,13.25,0.0,0.21,0,0,0,0,0
2024-07-09,Fruehstueck,recipe,Thunfischaufstrich 110 g ,,0.0,176.35,20.7,1.86,9.54,0.03,0.45,0,0,0,0,0
2024-07-09,Mittagessen,recipe,Tomatensauce ,,0.0,290.81,4.75,17.86,21.27,2.54,11.18,0,0,0,0,0
2024-07-12,Mittagessen,recipe,Poulet Curry mit Dinkel 09.05,,0.0,775.05,68.95,69.45,24.48,3.85,8.43,0,0,0,0,0
2024-07-13,Fruehstueck,recipe,Rühreier,,0.0,534.4,38.53,9.21,36.22,0.55,1.92,0,0,0,0,0
2024-07-14,Fruehstueck,recipe,Thunfischaufstrich 110 g ,,0.0,444.11,52.14,4.68,24.03,0.07,1.14,0,0,0,0,0
2024-07-14,Snack,recipe,Gesunde Himbeerglace,,0.0,393.12,39.51,31.14,9.82,14.17,30.22,0,0,0,0,0
2024-07-15,Fruehstueck,recipe,Thunfischaufstrich 110 g ,,0.0,208.05,24.43,2.19,11.26,0.03,0.54,0,0,0,0,0
2024-07-15,Abendessen,recipe,Gesunde Himbeerglace,,0.0,460.8,46.32,36.5,11.51,16.61,35.43,0,0,0,0,0
2024-07-17,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-07-18,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-07-19,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-07-26,Fruehstueck,recipe,Thunfischaufstrich 110 g ,,0.0,425.66,49.98,4.49,23.04,0.07,1.1,0,0,0,0,0
2024-07-27,Fruehstueck,recipe,Thunfischaufstrich 110 g ,,0.0,259.63,30.48,2.74,14.05,0.04,0.67,0,0,0,0,0
2024-07-31,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-01,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-08-01,Mittagessen,recipe,Salsatsauce lecker ,,0.0,275.0,19.58,9.17,16.97,0.0,5.13,0,0,0,0,0
2024-08-01,Mittagessen,recipe,Salatdressing,,0.0,338.53,1.78,0.7,36.99,0.12,0.56,0,0,0,0,0
2024-08-02,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-03,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-08-03,Abendessen,recipe,Salsatsauce lecker ,,0.0,101.86,7.25,3.4,6.29,0.0,1.9,0,0,0,0,0
2024-08-04,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-05,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-06,Mittagessen,recipe,Linsendahl,,0.0,776.75,42.8,75.05,30.05,21.5,9.75,0,0,0,0,0
2024-08-10,Abendessen,recipe,Linsendahl,,0.0,110.92,6.11,10.72,4.29,3.07,1.39,0,0,0,0,0
2024-08-10,Mittagessen,recipe,Salsatsauce lecker ,,0.0,183.34,13.05,6.11,11.32,0.0,3.42,0,0,0,0,0
2024-08-10,Fruehstueck,recipe,Ne Overnight Oats ,,0.0,517.92,36.62,44.7,19.7,6.57,4.63,0,0,0,0,0
2024-08-11,Mittagessen,recipe,Linsendahl,,0.0,776.75,42.8,75.05,30.05,21.5,9.75,0,0,0,0,0
2024-08-12,Mittagessen,recipe,Cocktailsauce,,0.0,111.74,7.54,4.38,6.95,0.1,3.39,0,0,0,0,0
2024-08-12,Mittagessen,recipe,Pouletknusper,,0.0,753.83,78.91,63.9,17.86,3.12,3.7,0,0,0,0,0
2024-08-13,Mittagessen,recipe,Risotto mit Poulet,,0.0,712.41,63.13,74.39,19.01,1.83,4.15,0,0,0,0,0
2024-08-16,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-17,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-18,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-18,Mittagessen,recipe,Poulet mit Spinat,,0.0,432.71,50.25,10.21,20.0,0.01,1.73,0,0,0,0,0
2024-08-19,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-19,Mittagessen,recipe,Poulet mit Spinat,,0.0,240.34,27.91,5.67,11.11,0.01,0.96,0,0,0,0,0
2024-08-20,Mittagessen,recipe,Poulet mit Spinat,,0.0,240.34,27.91,5.67,11.11,0.01,0.96,0,0,0,0,0
2024-08-20,Abendessen,recipe,High Protein Cheescake,,0.0,634.26,40.35,38.61,34.13,5.04,32.69,0,0,0,0,0
2024-08-21,Fruehstueck,recipe,High Protein Cheescake,,0.0,743.15,47.28,45.24,39.99,5.91,38.31,0,0,0,0,0
2024-08-22,Mittagessen,recipe,Tomatensauce ,,0.0,290.81,4.75,17.86,21.27,2.54,11.18,0,0,0,0,0
2024-08-23,Mittagessen,recipe,Cocktailsauce,,0.0,111.74,7.54,4.38,6.95,0.1,3.39,0,0,0,0,0
2024-08-23,Mittagessen,recipe,Pouletknusper,,0.0,753.83,78.91,63.9,17.86,3.12,3.7,0,0,0,0,0
2024-08-25,Mittagessen,recipe,High Protein Cheescake low carb,,0.0,177.6,17.2,7.65,8.05,1.61,7.65,0,0,0,0,0
2024-08-25,Snack,recipe,High Protein Cheescake low carb,,0.0,379.2,36.72,16.34,17.19,3.43,16.34,0,0,0,0,0
2024-08-26,Mittagessen,recipe,Risotto mit Poulet,,0.0,712.41,63.13,74.39,19.01,1.83,4.15,0,0,0,0,0
2024-08-26,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-26,Snack,recipe,High Protein Cheescake low carb,,0.0,142.08,13.76,6.12,6.44,1.29,6.12,0,0,0,0,0
2024-08-27,Abendessen,recipe,Salatsauce Hüttenkäse,,0.0,222.83,14.32,6.94,15.19,0.14,6.2,0,0,0,0,0
2024-08-27,Abendessen,recipe,High Protein Cheescake low carb,,0.0,373.89,36.2,16.11,16.95,3.39,16.11,0,0,0,0,0
2024-08-27,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-28,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-28,Mittagessen,recipe,Million Dollar Spaghetti ,,0.0,727.81,48.53,71.65,25.77,4.85,6.49,0,0,0,0,0
2024-08-28,Abendessen,recipe,High Protein Cheescake low carb,,0.0,320.05,30.99,13.79,14.51,2.9,13.79,0,0,0,0,0
2024-08-29,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-08-31,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-09-01,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-09-02,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-09-03,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-09-04,Mittagessen,recipe,Reis mit Quinoa,,0.0,820.32,21.76,165.68,6.05,0.0,1.99,0,0,0,0,0
2024-09-04,Mittagessen,recipe,Fisch,,0.0,377.3,55.44,2.66,16.17,0.0,2.24,0,0,0,0,0
2024-09-05,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-09-05,Mittagessen,recipe,Fisch,,0.0,190.27,27.96,1.34,8.15,0.0,1.13,0,0,0,0,0
2024-09-06,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-09-07,Abendessen,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-09-08,Abendessen,recipe,Pouletbrust + Nudeln,,0.0,804.77,71.33,63.48,28.27,4.08,4.27,0,0,0,0,0
2024-09-09,Mittagessen,recipe,Pouletbrust + Nudeln,,0.0,804.77,71.33,63.48,28.27,4.08,4.27,0,0,0,0,0
2024-09-11,Mittagessen,recipe,Senftomatensosse,,0.0,103.37,4.94,5.99,6.45,0.19,2.04,0,0,0,0,0
2024-09-11,Abendessen,recipe,Senftomatensosse,,0.0,64.62,3.09,3.74,4.03,0.12,1.27,0,0,0,0,0
2024-09-12,Fruehstueck,recipe,Senftomatensosse,,0.0,19.42,0.93,1.13,1.21,0.03,0.38,0,0,0,0,0
2024-09-13,Mittagessen,recipe,Senftomatensosse,,0.0,19.42,0.93,1.13,1.21,0.03,0.38,0,0,0,0,0
2024-09-18,Mittagessen,recipe,Nudeln selfmade ,,0.0,414.72,16.89,76.75,3.25,5.18,1.4,0,0,0,0,0
2024-09-18,Mittagessen,recipe,Sosse mit Frischkäse,,0.0,123.37,5.93,6.8,7.91,0.08,1.65,0,0,0,0,0
2024-09-18,Mittagessen,recipe,Kohlrabi + Karotten mit Sahnesauce,,0.0,205.59,4.88,9.04,16.13,2.98,5.09,0,0,0,0,0
2024-09-19,Mittagessen,recipe,Kohlrabi + Karotten mit Sahnesauce,,0.0,123.3,2.93,5.42,9.67,1.79,3.05,0,0,0,0,0
2024-09-19,Mittagessen,recipe,Nudeln selfmade ,,0.0,414.72,16.89,76.75,3.25,5.18,1.4,0,0,0,0,0
2024-09-19,Mittagessen,recipe,Sosse mit Frischkäse,,0.0,123.37,5.93,6.8,7.91,0.08,1.65,0,0,0,0,0
2024-09-20,Mittagessen,recipe,Pouletbrust + Nudeln,,0.0,804.77,71.33,63.48,28.27,4.08,4.27,0,0,0,0,0
2024-09-21,Mittagessen,recipe,Fajitas Sauce,,0.0,640.8,103.24,12.39,21.14,1.58,10.13,0,0,0,0,0
2024-09-25,Mittagessen,recipe,Safranrisotto,,0.0,316.22,6.53,70.74,0.49,1.1,1.13,0,0,0,0,0
2024-09-25,Mittagessen,recipe,Hähnchen mit Paprikarahmsauce 25.9,,0.0,333.96,40.69,4.02,16.85,1.47,3.61,0,0,0,0,0
2024-09-25,Abendessen,recipe,Safranrisotto,,0.0,351.32,7.26,78.59,0.54,1.22,1.25,0,0,0,0,0
2024-09-26,Mittagessen,recipe,Hähnchen mit Paprikarahmsauce 25.9,,0.0,417.53,50.87,5.03,21.07,1.84,4.52,0,0,0,0,0
2024-09-26,Mittagessen,recipe,Safranrisotto,,0.0,263.41,5.44,58.93,0.41,0.92,0.94,0,0,0,0,0
2024-09-27,Mittagessen,recipe,Safranrisotto,,0.0,439.24,9.07,98.26,0.68,1.53,1.56,0,0,0,0,0
2024-09-28,Mittagessen,recipe,Safranrisotto,,0.0,316.22,6.53,70.74,0.49,1.1,1.13,0,0,0,0,0
2024-10-21,Mittagessen,recipe,Hähnchen mit Paprikarahmsauce 25.9,,0.0,411.94,50.19,4.96,20.79,1.81,4.46,0,0,0,0,0
2024-10-21,Mittagessen,recipe,Safranrisotto,,0.0,263.41,5.44,58.93,0.41,0.92,0.94,0,0,0,0,0
2024-10-24,Mittagessen,recipe,Hähnchen mit Paprikarahmsauce 25.9,,0.0,417.53,50.87,5.03,21.07,1.84,4.52,0,0,0,0,0
2024-10-24,Mittagessen,recipe,Safranrisotto,,0.0,263.41,5.44,58.93,0.41,0.92,0.94,0,0,0,0,0
2024-10-27,Abendessen,recipe,Pinke Nudeln,,0.0,397.66,16.06,74.77,2.72,5.13,1.29,0,0,0,0,0
2024-10-27,Abendessen,recipe,Pouletfleisch 27.10.24,,0.0,298.32,46.36,1.76,11.76,0.0,1.53,0,0,0,0,0
2024-10-28,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-10-28,Mittagessen,recipe,Pinke Nudeln,,0.0,338.38,13.67,63.63,2.32,4.36,1.1,0,0,0,0,0
2024-10-28,Mittagessen,recipe,Pouletfleisch 27.10.24,,0.0,357.93,55.62,2.12,14.11,0.0,1.83,0,0,0,0,0
2024-10-29,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-10-30,Mittagessen,recipe,Lasagne selfmade,,0.0,957.94,65.22,63.26,49.15,0.39,4.97,0,0,0,0,0
2024-10-30,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-10-31,Mittagessen,recipe,Lasagne selfmade,,0.0,1018.36,69.33,67.25,52.25,0.41,5.28,0,0,0,0,0
2024-10-31,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-11-01,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-11-02,Fruehstueck,recipe,Tiramisu,,0.0,219.24,5.84,22.78,11.48,0.0,11.78,0,0,0,0,0
2024-11-02,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-11-03,Mittagessen,recipe,Tiramisu,,0.0,548.62,14.6,56.99,28.74,0.0,29.48,0,0,0,0,0
2024-11-03,Abendessen,recipe,Senftomatensosse,,0.0,96.92,4.63,5.62,6.05,0.17,1.91,0,0,0,0,0
2024-11-04,Mittagessen,recipe,Senftomatensosse,,0.0,96.92,4.63,5.62,6.05,0.17,1.91,0,0,0,0,0
2024-11-05,Mittagessen,recipe,Senftomatensosse,,0.0,177.69,8.5,10.3,11.09,0.32,3.5,0,0,0,0,0
2024-11-07,Mittagessen,recipe,Pouletfleisch 27.10.24,,0.0,357.93,55.62,2.12,14.11,0.0,1.83,0,0,0,0,0
2024-11-07,Mittagessen,recipe,Pinke Nudeln,,0.0,338.38,13.67,63.63,2.32,4.36,1.1,0,0,0,0,0
2024-11-08,Mittagessen,recipe,Senftomatensosse,,0.0,161.54,7.72,9.36,10.09,0.29,3.18,0,0,0,0,0
2024-11-11,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-11-12,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-11-13,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-11-14,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-11-14,Mittagessen,recipe,Pinke Nudeln,,0.0,338.38,13.67,63.63,2.32,4.36,1.1,0,0,0,0,0
2024-11-14,Mittagessen,recipe,Pouletfleisch 27.10.24,,0.0,357.93,55.62,2.12,14.11,0.0,1.83,0,0,0,0,0
2024-11-15,Fruehstueck,recipe,Overnight Oats 2.0,,0.0,596.19,60.11,66.61,10.84,6.39,17.76,0,0,0,0,0
2024-11-15,Mittagessen,recipe,Pouletfleisch 27.10.24,,0.0,357.93,55.62,2.12,14.11,0.0,1.83,0,0,0,0,0
2024-11-20,Mittagessen,recipe,Lasagne selfmade,,0.0,1047.77,71.33,69.19,53.76,0.42,5.44,0,0,0,0,0
2024-11-21,Mittagessen,recipe,Hähnchen mit Paprikarahmsauce 25.9,,0.0,417.53,50.87,5.03,21.07,1.84,4.52,0,0,0,0,0
2024-11-21,Mittagessen,recipe,Safranrisotto,,0.0,263.41,5.44,58.93,0.41,0.92,0.94,0,0,0,0,0
2024-11-25,Mittagessen,recipe,Pinke Nudeln,,0.0,338.38,13.67,63.63,2.32,4.36,1.1,0,0,0,0,0
2024-11-25,Mittagessen,recipe,Pouletfleisch 27.10.24,,0.0,357.93,55.62,2.12,14.11,0.0,1.83,0,0,0,0,0
2024-11-27,Mittagessen,recipe,Pouletfleisch 27.10.24,,0.0,357.93,55.62,2.12,14.11,0.0,1.83,0,0,0,0,0
2024-11-30,Snack,recipe,Basmati Reis gekocht,,0.0,164.68,3.96,35.88,0.51,0.0,0.23,0,0,0,0,0
2024-11-30,Snack,recipe,Butter Chicken Dehli Style selfmade,,0.0,117.38,16.99,3.52,3.98,0.15,2.47,0,0,0,0,0
2024-12-01,Abendessen,recipe,Basmati Reis gekocht,,0.0,197.62,4.75,43.06,0.61,0.0,0.28,0,0,0,0,0
2024-12-01,Abendessen,recipe,Butter Chicken Dehli Style selfmade,,0.0,140.59,20.35,4.21,4.77,0.19,2.96,0,0,0,0,0
2024-12-02,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-12-03,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-12-04,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-12-06,Fruehstueck,recipe,Overnight Oats,,0.0,637.45,56.42,54.2,19.85,8.74,14.39,0,0,0,0,0
2024-12-06,Mittagessen,recipe,Basmati Reis gekocht,,0.0,395.23,9.49,86.11,1.21,0.0,0.55,0,0,0,0,0
2024-12-06,Mittagessen,recipe,Butter Chicken Dehli Style selfmade,,0.0,328.25,47.52,9.83,11.14,0.43,6.9,0,0,0,0,0
2024-12-10,Mittagessen,recipe,Basmati Reis gekocht,,0.0,395.23,9.49,86.11,1.21,0.0,0.55,0,0,0,0,0
2024-12-10,Mittagessen,recipe,Butter Chicken Dehli Style selfmade,,0.0,328.25,47.52,9.83,11.14,0.43,6.9,0,0,0,0,0
2024-12-16,Mittagessen,recipe,Basmati Reis gekocht,,0.0,395.23,9.49,86.11,1.21,0.0,0.55,0,0,0,0,0
2024-12-16,Mittagessen,recipe,Butter Chicken Dehli Style selfmade,,0.0,328.25,47.52,9.83,11.14,0.43,6.9,0,0,0,0,0
2024-12-17,Mittagessen,recipe,Basmati Reis gekocht,,0.0,395.23,9.49,86.11,1.21,0.0,0.55,0,0,0,0,0
2024-12-17,Mittagessen,recipe,Butter Chicken Dehli Style selfmade,,0.0,328.25,47.52,9.83,11.14,0.43,6.9,0,0,0,0,0
2024-12-17,Mittagessen,recipe,Basmati Reis gekocht,,0.0,461.1,11.08,100.46,1.42,0.0,0.64,0,0,0,0,0
2024-12-29,Abendessen,recipe,Basmati Reis gekocht,,0.0,395.23,9.49,86.11,1.21,0.0,0.55,0,0,0,0,0
2024-12-29,Abendessen,recipe,Butter Chicken Dehli Style selfmade,,0.0,328.25,47.52,9.83,11.14,0.43,6.9,0,0,0,0,0
2025-01-06,Mittagessen,recipe,Sauce für Poulet,,0.0,140.23,6.18,5.08,10.45,0.4,5.05,0,0,0,0,0
2025-01-07,Mittagessen,recipe,Basmati Reis gekocht,,0.0,395.23,9.49,86.11,1.21,0.0,0.55,0,0,0,0,0
