date,kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g
2025-01-13,2730.35,169.78,287.97,94.03,23.41,53.33
2025-01-14,1731.85,127.22,169.79,54.43,23.56,24.72
2025-01-15,3032.58,217.06,305.7,95.83,30.64,70.92
2025-01-16,2505.13,151.27,293.1,76.36,25.55,92.43
2025-01-17,2825.93,161.77,243.83,120.87,28.27,44.0
2025-01-18,2436.59,168.7,274.32,67.58,21.5,30.92
2025-01-19,2888.58,150.78,304.86,113.08,17.95,45.57
2025-01-20,2530.35,147.77,188.73,118.56,8.51,42.11
2025-01-21,1816.07,106.99,190.86,66.96,12.66,57.21
2025-01-22,2443.28,119.84,349.51,51.64,37.68,73.35
2025-01-23,2978.7,265.84,210.15,126.34,16.63,51.21
2025-01-24,2663.65,147.8,195.88,133.05,14.66,92.53
2025-01-25,2640.2,167.7,303.76,90.35,12.99,78.8
2025-01-26,2849.1,145.95,294.55,115.21,13.88,64.68
2025-01-27,2469.13,167.47,267.16,74.36,21.22,56.11
2025-01-28,2325.82,139.5,283.17,67.58,13.7,49.92
2025-01-29,1574.14,108.5,141.45,61.66,2.82,28.59
2025-01-30,1679.5,141.84,152.1,53.2,9.92,46.41
2025-01-31,3389.1,198.11,281.46,158.64,8.15,79.11
2025-02-01,3151.83,145.07,294.63,143.97,13.73,164.27
2025-02-02,2606.6,158.23,247.13,105.88,8.24,88.92
2025-02-03,2749.83,153.11,108.6,132.88,5.2,28.25
2025-02-04,2792.81,142.4,338.4,80.94,19.57,112.57
2025-02-05,1906.12,77.88,277.89,49.76,8.0,11.47
2025-02-06,1211.28,48.0,204.68,27.76,6.08,7.18
2025-02-07,2659.05,136.39,278.76,107.51,16.44,57.93
2025-02-08,1813.5,139.38,232.05,35.36,11.83,24.24
2025-02-09,3081.0,150.58,363.45,91.59,26.4,95.34
2025-02-10,2536.12,143.92,281.99,81.99,20.02,46.76
2025-02-11,2268.25,81.73,259.1,98.64,0.0,40.1
2025-02-12,1845.73,138.18,164.01,63.4,13.24,19.13
2025-02-13,2224.31,130.48,176.73,109.43,11.46,70.16
2025-02-14,3189.3,182.74,353.07,108.58,34.05,65.4
2025-02-15,2375.15,133.91,214.91,103.81,22.8,40.74
2025-02-16,1602.04,91.93,154.38,66.27,12.36,45.12
2025-02-17,2236.89,160.01,237.06,67.22,22.05,55.75
2025-02-18,2573.3,127.91,353.31,60.24,5.68,36.22
2025-02-19,2522.21,139.73,204.66,116.28,15.37,27.17
2025-02-20,1472.7,119.78,147.55,41.66,18.56,42.8
2025-02-21,2794.6,172.4,332.9,85.84,18.58,106.71
2025-02-22,1734.08,117.21,139.61,69.04,8.19,60.4
2025-02-23,2007.68,136.16,157.2,82.25,7.1,53.7
2025-02-24,2134.5,101.19,197.96,83.7,13.6,52.72
2025-02-25,2225.15,140.53,243.1,69.73,15.15,10.74
2025-02-26,2012.5,146.93,129.43,97.72,6.24,53.45
2025-02-27,2861.37,180.56,317.9,95.8,19.1,129.06
2025-02-28,2268.49,206.08,255.94,36.97,24.53,52.74
2025-03-01,1827.65,140.28,175.32,59.88,7.1,54.16
2025-03-02,2622.46,178.21,259.3,91.55,12.69,19.25
2025-03-03,1628.02,91.0,112.92,87.14,6.08,14.03
2025-03-04,2228.43,128.29,264.71,66.78,10.56,28.39
2025-03-05,1900.39,157.44,205.24,46.31,11.76,29.21
2025-03-06,2680.63,150.9,318.9,88.15,25.51,96.02
2025-03-07,1908.49,170.35,192.03,54.46,11.34,29.18
2025-03-08,1971.24,148.52,160.08,89.4,7.4,26.06
2025-03-09,1172.2,99.98,102.64,40.22,0.0,53.5
2025-03-10,1026.79,80.13,103.63,30.7,5.26,8.78
2025-03-11,2107.0,117.89,300.75,46.06,10.32,48.35
2025-03-12,104.0,20.0,0.0,2.7,0.0,0.0
2025-03-13,1946.0,166.7,243.59,32.29,19.18,60.0
2025-03-14,2212.56,142.83,255.19,74.25,12.15,38.91
2025-03-15,356.24,52.08,24.1,5.74,0.48,24.1
2025-03-16,1595.42,104.26,212.28,35.48,18.19,28.07
2025-03-17,2116.89,133.97,165.43,97.3,10.94,16.32
2025-03-18,2199.74,135.68,277.14,59.2,6.92,38.18
2025-03-19,1204.99,86.87,142.28,29.89,10.34,40.22
2025-03-20,2113.9,136.6,254.01,59.9,12.36,48.19
2025-03-21,2569.16,168.78,245.49,103.25,12.15,43.51
2025-03-22,1411.26,56.57,157.12,53.34,6.01,20.73
2025-03-23,1559.5,92.02,157.35,59.98,10.1,43.1
2025-03-24,2845.13,173.6,237.54,130.91,2.88,47.61
2025-03-25,260.0,37.0,26.5,2.5,2.5,25.0
2025-03-26,2273.6,146.19,221.12,85.35,9.58,67.53
2025-03-27,2406.85,176.32,240.04,88.56,17.76,87.17
2025-03-29,1349.5,103.6,79.48,63.75,9.0,47.88
2025-03-30,2872.19,152.42,288.27,117.74,15.67,70.97
2025-03-31,2431.99,174.14,235.71,82.45,15.21,32.92
2025-04-01,3137.0,177.15,288.18,139.74,13.34,12.68
2025-04-02,2694.82,213.96,184.12,113.79,9.36,63.36
2025-04-03,2654.71,154.31,272.46,95.48,18.48,111.31
2025-04-04,1828.45,117.53,205.4,57.84,8.58,65.76
2025-04-05,2657.82,206.4,274.68,88.52,12.7,97.91
2025-04-06,2736.5,197.38,237.94,101.75,16.87,50.1
2025-04-07,985.3,53.75,67.7,54.5,3.24,3.42
2025-04-08,250.0,36.0,25.5,2.5,2.5,24.5
2025-04-09,250.0,36.0,25.5,2.5,2.5,24.5
2025-04-10,1937.24,124.23,176.43,76.31,5.26,19.61
2025-04-11,2131.3,124.9,185.0,95.22,4.2,29.67
2025-04-12,1109.29,88.86,100.17,38.87,12.03,48.79
2025-04-13,547.8,17.85,70.33,20.78,4.7,6.5
2025-04-14,2273.62,165.5,158.22,109.13,0.36,45.94
2025-04-15,2103.0,149.33,235.42,63.13,13.94,2.2
2025-04-16,2572.92,130.36,287.73,92.06,12.99,38.36
2025-04-18,2339.81,173.69,118.59,121.36,7.31,27.33
2025-04-19,1407.5,119.86,101.33,52.83,4.2,43.43
2025-04-20,1243.5,40.75,210.0,23.2,13.95,54.0
2025-04-21,2081.73,166.76,213.96,53.81,5.71,16.93
2025-04-23,2073.98,163.22,165.87,81.28,9.25,52.15
2025-04-24,2632.11,160.16,281.62,96.37,19.21,96.76
2025-04-25,2525.8,161.97,193.96,112.97,9.32,25.06
2025-04-26,1238.25,97.14,67.97,62.91,4.08,11.26
2025-04-27,2102.08,139.78,233.09,67.47,6.99,21.98
2025-04-28,2344.72,135.05,195.89,108.44,5.53,30.44
2025-04-29,1423.2,68.14,196.9,34.55,8.79,24.8
2025-04-30,2327.65,129.67,144.1,129.25,3.25,12.92
2025-05-01,2363.0,178.38,175.94,105.2,16.46,67.26
2025-05-02,2625.9,206.96,208.64,106.66,7.14,34.6
2025-05-03,1775.79,103.58,218.43,57.95,7.37,70.26
2025-05-04,2315.23,169.68,255.46,68.07,9.32,97.63
2025-05-05,2689.9,152.25,255.53,115.6,6.82,55.31
2025-05-06,1265.54,112.19,125.24,33.86,12.71,38.29
2025-05-07,779.02,45.44,113.73,14.54,9.04,32.5
2025-05-08,2892.02,194.82,291.18,104.82,20.31,149.57
2025-05-09,2168.11,129.55,261.48,64.17,12.77,59.45
2025-05-11,2251.1,191.65,237.86,60.72,12.69,65.78
2025-05-12,2675.66,159.37,403.98,42.63,17.18,41.03
2025-05-13,2475.68,137.47,329.99,68.75,4.91,62.72
2025-05-14,2997.8,146.38,445.13,66.0,10.8,41.53
2025-05-15,1922.1,165.3,194.3,54.8,16.52,69.28
2025-05-16,290.0,40.0,15.0,7.5,0.0,13.5
2025-05-17,1817.76,105.86,149.02,83.14,6.6,40.49
2025-05-18,2188.45,155.01,243.62,66.27,6.61,11.48
2025-05-19,2675.92,191.22,229.37,107.14,8.17,69.99
2025-05-20,241.5,5.46,36.4,8.19,0.0,0.0
2025-05-21,2500.9,142.89,207.73,94.72,9.95,71.98
2025-05-22,2514.9,180.68,288.13,89.33,16.98,74.87
2025-05-23,381.6,7.74,43.56,19.17,1.62,18.18
2025-05-24,2326.2,132.48,300.95,61.6,19.09,55.53
2025-05-25,1771.94,190.54,170.87,37.53,9.93,64.24
2025-05-26,2046.48,140.34,254.61,50.99,2.5,68.45
2025-05-27,2686.14,175.11,293.68,85.33,16.15,119.67
2025-05-28,2103.37,201.03,182.22,59.62,7.25,105.22
2025-05-29,1125.15,59.01,129.49,41.48,8.48,90.13
2025-05-30,3107.25,247.16,273.52,107.61,30.03,127.76
2025-05-31,11789.27,1478.06,622.29,346.21,59.99,500.0
2025-06-01,14293.08,1866.73,675.7,413.01,68.04,550.59
2025-06-02,3065.05,163.8,270.66,136.24,7.87,89.42
2025-06-03,362.15,30.63,25.25,14.41,0.0,1.04
2025-06-04,2344.0,165.6,229.88,74.1,2.5,45.38
2025-06-05,14089.67,1845.71,700.15,395.92,66.37,583.51
2025-06-06,260.0,37.0,26.5,2.5,2.5,25.0
2025-06-07,12165.43,1663.53,541.82,334.66,65.28,509.51
2025-06-08,1859.96,144.31,204.27,48.94,6.15,46.48
2025-06-09,397.28,54.09,11.87,13.44,2.25,9.22
2025-06-10,2151.11,139.08,181.5,90.42,5.8,63.3
2025-06-11,744.0,53.45,80.53,20.28,2.1,38.3
2025-06-12,779.0,54.0,66.0,32.0,5.0,22.0
2025-06-13,427.2,13.2,50.4,18.72,1.44,9.84
2025-06-14,1026.0,48.78,89.58,51.18,4.32,4.56
2025-06-15,527.75,14.78,73.25,18.2,5.62,39.75
2025-06-16,2229.09,118.54,198.34,102.11,15.13,61.19
2025-06-17,2351.78,160.46,243.13,77.63,7.47,102.04
2025-06-18,2538.4,123.13,214.93,126.8,0.0,60.18
2025-06-19,1420.65,194.22,63.59,41.19,5.17,3.65
2025-06-21,2120.2,170.89,170.42,80.6,7.81,54.73
2025-06-22,2370.92,144.8,135.59,132.86,2.64,40.06
2025-06-23,2699.16,155.76,307.53,75.36,7.86,129.22
2025-06-24,3260.68,153.8,349.82,136.84,6.02,66.97
2025-06-25,1199.68,50.73,145.35,30.36,0.0,59.5
2025-06-29,2567.35,243.19,188.16,81.76,6.59,8.75
2025-06-30,366.3,5.17,34.1,22.0,1.32,30.8
2025-07-01,1482.19,120.45,137.71,42.91,6.2,30.4
2025-07-02,966.2,40.76,107.38,38.7,2.16,25.86
2025-07-03,2151.4,151.03,196.1,78.97,0.0,59.56
2025-07-04,1612.24,93.71,130.67,75.34,10.91,32.59
2025-07-05,137.75,2.23,13.1,8.3,0.0,8.8
2025-07-06,2511.2,196.55,261.7,81.85,6.38,55.1
2025-07-07,2116.2,154.71,235.09,51.78,25.28,76.81
2025-07-08,12171.51,1577.1,610.4,341.08,81.6,497.22
2025-07-09,2468.1,142.09,215.89,112.85,6.91,42.22
2025-07-10,14426.14,1856.72,758.48,384.74,107.08,619.8
2025-07-11,1264.9,79.69,88.35,62.6,5.4,7.36
2025-07-12,125.13,4.34,24.02,0.78,1.55,1.32
2025-07-19,2121.3,160.57,207.5,71.17,13.29,37.37
2025-07-20,667.12,30.73,57.7,33.39,2.76,9.83
2025-07-21,3802.04,261.7,332.52,145.23,37.59,153.8
2025-07-24,1387.15,50.09,173.01,52.39,12.93,79.32
2025-07-26,2639.65,167.9,215.3,108.08,2.41,8.37
2025-07-28,1589.5,124.54,90.63,81.11,1.87,33.68
2025-07-29,10170.19,1251.65,551.91,294.49,43.73,400.64
2025-07-30,2608.2,155.02,248.27,106.09,25.51,61.05
2025-07-31,12585.33,1685.89,619.12,341.12,63.55,530.37
2025-08-01,1090.1,97.37,59.1,51.57,2.89,15.6
2025-08-02,2163.0,171.18,176.56,85.77,3.09,46.84
2025-08-03,12675.64,1657.42,604.73,367.06,61.67,501.4
2025-08-04,13099.13,1679.95,668.44,373.7,61.24,497.56
2025-08-05,13399.17,1675.08,748.73,372.14,69.71,616.97
2025-08-06,13493.46,1686.23,711.91,392.02,71.53,578.69
2025-08-07,2107.05,167.26,134.63,96.57,10.74,39.91
2025-08-08,3140.7,155.5,381.59,102.21,14.5,90.48
2025-08-09,1427.45,118.65,114.6,51.0,7.28,78.85
2025-08-10,2694.99,204.15,206.57,107.78,22.36,108.3
2025-08-11,2283.39,132.77,286.91,64.67,4.5,55.03
2025-08-12,1185.44,119.17,102.57,32.25,5.26,31.1
2025-08-13,2827.1,153.94,398.11,63.86,4.74,104.56
2025-08-14,4320.88,225.83,426.51,187.5,50.21,40.57
2025-08-15,2760.1,159.51,277.23,97.96,0.0,46.22
2025-08-16,2938.94,156.37,295.23,120.56,12.99,88.69
2025-08-17,799.71,22.14,89.18,36.45,6.49,24.78
2025-08-18,3219.07,173.61,282.58,149.9,15.55,100.22
2025-08-19,3144.25,173.91,336.35,115.72,4.45,78.04
2025-08-20,3591.15,201.3,322.93,157.41,19.15,87.79
2025-08-21,2674.79,166.3,211.35,118.6,11.95,82.08
2025-08-23,2841.6,152.55,304.93,99.43,22.43,79.4
2025-08-24,2495.47,161.43,249.44,87.78,19.82,56.11
2025-08-25,2169.1,95.45,165.13,111.68,3.42,17.17
2025-08-26,2073.7,110.19,203.78,79.58,10.54,76.3
2025-08-27,2266.27,145.88,144.49,119.85,6.5,18.94
2025-08-28,3474.9,172.95,384.45,127.21,18.49,71.81
2025-08-29,3129.1,139.0,401.35,96.8,36.29,136.6
2025-08-30,2381.06,177.25,235.72,64.8,8.85,43.67
2025-08-31,2255.9,133.4,139.72,113.33,7.6,16.94
2025-09-01,2908.8,161.19,370.1,85.01,14.89,100.87
2025-09-04,1725.3,78.75,160.25,78.0,3.8,11.65
2025-09-05,2099.15,104.84,231.54,74.21,4.0,75.44
2025-09-06,2161.92,153.7,217.22,72.01,17.33,61.99
2025-09-07,2851.53,164.69,308.32,96.26,11.63,74.52
2025-09-08,2659.64,170.72,250.18,99.69,3.8,76.27
2025-09-09,2736.31,171.04,260.94,106.44,12.51,46.06
2025-09-10,2551.22,184.13,239.28,89.42,16.75,52.62
2025-09-11,2387.6,173.87,234.79,78.71,8.0,79.46
2025-09-12,502.26,19.63,67.62,16.1,2.09,14.33
2025-09-13,1026.26,31.63,139.62,36.5,2.09,30.33
2025-09-14,2266.46,151.7,248.07,68.84,7.19,70.52
2025-09-15,2946.4,91.39,333.68,119.62,13.7,131.46
2025-09-16,2620.62,169.79,222.69,111.18,6.6,57.98
2025-09-17,850.16,82.28,78.93,21.32,6.12,16.51
2025-09-18,330.0,42.0,0.0,18.0,0.0,0.0
2025-09-19,3049.5,236.55,33.2,218.58,4.9,5.42
2025-09-20,1727.58,132.29,167.03,59.11,19.36,73.95
2025-09-21,2460.26,172.47,290.87,62.13,12.03,122.51
2025-09-22,1642.21,163.54,148.35,45.71,1.25,37.75
2025-09-23,2876.5,133.66,359.02,97.68,8.83,65.59
2025-09-24,2544.0,141.94,228.9,115.4,0.0,56.44
2025-09-25,2422.2,153.52,117.72,142.67,8.13,65.29
2025-09-26,793.53,62.25,82.18,21.7,8.89,42.63
2025-09-27,2538.62,162.29,230.5,99.76,16.23,68.0
2025-09-29,2393.13,167.52,178.01,105.73,17.64,50.21
2025-09-30,2451.0,63.56,373.75,72.76,11.23,61.49
2025-10-02,2218.37,125.35,267.42,67.47,9.0,58.44
2025-10-03,3167.4,173.0,199.6,178.2,0.0,35.6
2025-10-04,2088.3,121.46,233.63,67.46,3.35,68.77
2025-10-05,2526.15,113.55,269.15,108.36,7.56,56.74
2025-10-06,1218.0,49.7,157.9,40.76,2.5,23.54
2025-10-07,2544.58,131.36,234.23,117.02,0.2,50.27
2025-10-08,1352.05,130.54,102.98,44.7,0.0,26.76
2025-10-09,1000.0,52.0,92.0,40.0,8.0,8.4
2025-10-11,1894.5,72.69,227.2,75.22,9.19,99.08
2025-10-12,1264.96,54.68,164.14,41.42,7.19,52.86
2025-10-18,1791.8,96.56,178.36,73.08,15.2,69.65
2025-10-19,1072.65,108.6,79.14,31.92,15.12,28.95
2025-10-21,1595.0,125.91,132.01,62.21,7.54,30.32
2025-10-25,309.0,69.0,1.5,3.0,0.0,1.5
2025-10-26,1500.2,87.16,179.2,48.91,0.0,22.82
2025-10-27,916.8,62.88,86.4,35.84,3.96,9.72
2025-11-09,1903.89,150.44,202.68,49.95,16.89,44.3
2025-11-11,1593.69,109.11,154.11,59.84,6.39,27.56
2025-11-13,1008.19,148.11,66.61,17.64,6.39,17.76
2025-11-25,1565.4,99.18,133.52,55.09,0.0,46.94
2025-12-01,2825.38,163.03,253.29,125.81,9.53,51.97
2025-12-08,1612.4,98.13,116.52,82.49,0.0,37.02
2025-12-31,1320.0,97.84,91.8,59.94,0.54,31.4
2026-01-10,157.6,1.92,28.8,3.76,0.0,14.0
2026-01-16,1708.05,82.99,214.14,55.96,0.42,84.92
2026-02-14,1134.0,44.0,26.0,98.0,15.8,12.0
2026-02-15,960.0,42.4,68.8,56.0,0.0,0.0
2026-03-02,1344.32,116.2,114.3,47.44,9.49,44.2
2026-03-03,1244.5,129.0,67.35,56.1,13.8,56.75
2026-03-14,677.9,44.4,74.65,24.55,6.89,14.07
2026-03-22,1892.94,156.47,128.14,82.92,1.01,45.95
2026-03-23,663.5,42.08,40.74,31.92,15.72,40.05
2026-03-24,2403.0,136.55,167.11,129.8,2.62,62.09
2026-03-26,1013.4,92.18,119.05,17.81,3.4,52.22
2026-03-28,290.0,40.0,14.5,8.0,0.0,14.0
2026-03-29,441.5,63.07,39.7,5.47,2.5,36.22
2026-03-31,363.0,52.14,26.4,5.94,0.0,22.44
2026-04-04,3980.8,257.47,264.36,210.14,32.44,87.79
2026-04-06,1816.4,155.62,144.8,68.78,11.53,51.96
2026-04-10,2250.75,221.17,108.6,102.4,6.73,49.16
2026-04-11,2392.0,128.0,189.4,121.4,14.4,14.4
2026-04-14,3409.3,192.66,400.8,111.99,13.69,56.33
2026-04-15,3158.3,176.38,341.13,114.14,6.24,76.55
2026-04-16,3329.2,145.58,334.43,151.09,25.76,43.59
2026-04-19,626.2,51.49,52.0,21.43,0.0,0.91
2026-04-20,1658.65,129.27,118.57,68.6,20.8,12.12
2026-04-25,2364.43,141.93,223.35,97.2,21.53,82.75
2026-04-29,2983.46,149.7,226.29,182.98,14.36,39.76
2026-05-02,938.5,37.8,71.1,53.5,17.95,29.8
2026-05-04,2247.5,149.0,238.85,76.3,23.0,129.35
2026-05-05,1997.05,124.22,203.7,75.14,20.65,84.51
2026-05-07,1975.5,204.62,90.22,89.5,11.13,65.92
2026-05-09,1248.86,99.45,127.64,37.02,5.49,60.37
2026-05-12,1786.65,101.74,211.41,53.59,16.9,84.71
2026-05-13,972.1,43.8,66.3,56.85,3.06,10.37
2026-05-14,1782.87,90.7,213.73,62.92,9.06,91.6
2026-05-15,578.1,18.8,65.8,25.85,3.06,9.87
2026-05-16,2434.61,191.89,167.9,107.78,19.91,38.62
2026-05-17,1982.25,127.83,137.5,96.17,21.0,21.85
2026-05-18,2895.52,194.04,314.8,89.37,21.21,97.96
2026-05-19,1862.42,113.18,231.72,46.85,26.75,49.78
2026-05-20,2438.37,160.64,242.97,85.42,8.49,105.87
2026-05-21,2496.97,189.44,208.38,92.41,31.84,48.83
2026-05-22,1625.5,123.05,170.48,59.75,1.45,93.63
2026-05-23,2347.56,123.63,225.32,93.88,16.68,40.65
2026-05-25,622.26,18.69,71.58,26.39,0.45,16.3
2026-05-26,2102.69,142.15,169.74,89.62,8.69,62.22
2026-05-27,1186.68,63.23,135.29,39.71,8.49,55.7
2026-05-28,2528.57,202.02,199.67,96.35,16.23,94.2
2026-05-29,1904.91,138.22,157.11,76.1,13.89,73.03
2026-05-30,3319.2,197.89,350.09,122.41,9.13,54.03
2026-06-01,2172.88,147.17,228.86,68.57,16.27,74.24
2026-06-02,2977.06,198.03,332.3,88.06,21.74,172.16
2026-06-03,1919.65,175.64,163.33,60.08,24.2,73.46
2026-06-04,992.89,119.39,61.26,27.73,8.6,23.59
2026-06-05,3089.97,315.31,199.61,116.43,11.89,38.89
2026-06-06,1902.64,132.5,152.86,73.27,17.12,46.12
2026-06-07,1839.97,107.44,161.41,79.56,19.49,41.52
2026-06-08,2337.57,190.22,158.11,99.48,23.77,97.38
2026-06-09,2759.29,155.38,239.23,113.53,26.06,63.06
2026-06-10,2919.39,228.4,253.0,96.65,17.6,128.87
2026-06-11,2939.12,155.86,249.14,135.03,22.55,81.67
2026-06-12,2598.91,196.33,258.13,71.58,63.17,103.02
2026-06-13,1879.75,84.6,179.17,80.84,38.69,74.25
2026-06-14,2669.87,153.96,282.49,84.98,61.84,156.32
2026-06-15,2293.5,167.29,246.69,63.97,21.95,110.01
2026-06-16,2421.85,156.55,199.43,104.98,25.21,75.72
2026-06-17,2847.58,191.56,235.56,110.23,49.49,78.34
2026-06-18,2662.75,189.02,202.91,113.46,36.92,75.74
2026-06-19,2023.77,135.69,201.7,67.68,23.1,87.21
2026-06-20,2019.2,182.08,207.18,47.9,17.14,85.87
2026-06-21,3822.61,100.84,490.67,146.39,28.71,336.58
2026-06-22,2689.05,171.38,167.57,144.9,9.62,56.42
2026-06-23,1207.23,84.0,113.22,43.88,3.24,43.41
2026-06-24,2135.27,148.03,185.73,87.67,14.56,32.54
2026-06-25,1195.45,70.04,112.12,60.28,3.96,81.23
2026-06-26,2919.15,185.64,296.25,81.38,10.04,107.52
2026-06-27,2842.4,156.82,302.45,107.47,23.3,90.42
2026-06-28,2759.17,168.56,263.04,98.6,61.08,168.43
2026-06-29,2603.79,156.95,304.81,78.95,18.04,73.76
2026-06-30,637.49,54.45,58.22,17.52,8.49,18.58
2026-07-01,1714.8,100.79,171.22,63.62,15.39,38.61
2026-07-02,3101.97,173.47,336.36,106.21,35.81,81.55
2026-07-03,2240.01,115.65,257.89,73.67,30.02,96.5
2026-07-04,1703.8,85.03,228.64,49.28,16.8,114.53
2026-07-05,1368.66,93.27,170.98,31.02,17.33,24.0
2026-07-06,2917.5,180.51,253.92,121.33,42.35,90.84
2026-07-07,2897.64,167.33,289.79,112.93,37.21,123.27
