yazio_id,name,brand,category,barcode_off,off_name_match,has_ean_yazio,kcal_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,sugar_per_100g
00035873-37e3-4a05-9b54-1ce7a93c4c76,Black Angus Burger,BBQ,meat,,,True,246.0,15.0,1.5,20.0,0.0,1.0
0010ab66-1d61-4dfb-b4d6-d3eccf0cab1a,Quarkhimmel,Migros M Classic,curd,,,True,53.0,8.6,4.5,0.5,0.0,3.7
00266dae-7afb-4120-82db-17294bec95ce,"Schweinssteak Nierstück, gewürzt",BBQ,pork,,,True,151.0,21.0,0.5,7.0,0.0,0.5
0045827c-9393-43bb-92a1-c9a1b1350da4,Beef Burger Patties,Butcher's Burger,meat,,,True,232.0,17.0,0.5,18.0,0.0,0.5
008e3e1b-0187-442e-a6c0-99663053d3cb,Fisch Filet Wels,Nordsee,fish,,,False,183.0,18.7,0.0,12.0,0.0,0.0
015f79ee-4380-4230-a666-4878dcf4c3fc,Fitnessteller,,salad,,,False,100.0,7.0,2.0,3.2,0.0,0.0
01646224-9dd2-4986-93d3-8a234ef4afe6,Fajitas poulet,Fait Maison,dishes,,,False,182.91,13.59,37.07,5.35,0.0,0.0
01950b8f-9e02-491e-9652-10c89f0adcac,Chicken Tikka Masalla (Spicy),Felfel,dishes,,,False,134.0,6.1,15.0,5.2,0.0,1.2
01a950e4-1899-4513-b4b0-0a21a625c098,Tomate-Basilikum,Blevita,cerealproducts,,,False,432.0,13.0,65.0,12.0,6.0,3.5
024a49d2-8bda-44e9-91dd-4960ee521645,Power Layer,Multipower,chocolatebars,,,True,377.0,30.0,33.0,18.0,4.4,2.8
028b2ba4-27c2-404a-ac70-1b15abdd2e51,Trek Biscoff Protein Oat Bar,Lotus,cerealproducts,,,True,460.0,20.0,45.0,21.0,4.4,24.0
02b5af86-8c4b-4b0d-9b4c-178e3e723efb,Haferbrei mit Apfelstücken,Trek’n Eat,dishes,,,False,402.0,13.0,62.0,9.8,6.0,28.0
02d336a8-6418-4b6c-9de8-08744fe0a4b8,melanzana alla parigiana,mediterranean food solutions,dishes,,,True,138.0,5.4,3.7,10.0,0.0,2.8
02ef3440-1972-46e9-9919-ab822b0252a0,Salat Natur,Fresh  Cut Aldi,salad,,,True,71.0,1.4,3.5,5.3,1.8,2.4
0306d683-0abb-4f05-97e7-48d14d2bf2ae,Apfelstrudel mit Vanillesauce,,pies,,,False,193.0,3.0,23.7,10.0,0.2,12.3
0317e32c-252e-424e-958e-da2488a85a19,Clear whey blackberry geschmack,Aldi,nutritionalsupplements,,,True,347.0,81.0,1.7,0.0,0.0,0.0
038eb04b-e16a-4402-b893-f5eb7104f5dd,Tofu-Zucchini-Pfanne,Elena,veganism,,,False,106.2,8.6,2.2,7.0,0.0,0.0
03ee7f6c-9e93-4152-b187-381d7cb7c6a8,protein bite ,Felfel,miscellaneous,,,True,479.0,24.0,29.0,33.0,0.0,19.0
03fde533-57c0-4d4d-b5b1-cd38bf968c75,paprika,Pom-bär,miscellaneous,,,True,500.0,3.8,60.0,27.0,0.0,2.9
04246b8b-e3a9-41db-965d-f6e79714265e,Burger,Selbstgemacht,hamburger,,,False,245.0,13.1,11.6,11.2,0.0,2.4
042f2914-bfd3-49e4-8556-861e919cbfea,BBQ,BBQ Grillsteak,poultry,4047247737050,Veganes Grillsteak - Französische Kräuter,True,148.0,18.0,1.7,7.7,0.0,0.0
046d030c-ecf3-40d6-8b0d-1d1056447744,Salmon Wakame Poké Bowl,Felfel,dishes,,,False,166.0,5.0,19.0,7.0,0.0,3.7
047aa47e-f7b2-46bb-9173-02ae9812861b,Vollfett hartkäse,Le Gruyère,milk,,,True,400.0,27.0,0.1,32.0,0.0,0.0
04ce71a8-a92d-4f51-bccd-b621e2db516b,Nestea Schwarzer Tea Lemon,Nestlé,miscellaneous,,,True,19.0,0.0,4.5,0.0,0.0,4.4
04fee38f-dc37-435f-82e9-d3b4e2b2f321,"Food Republic Poke Bowl, Smoked Salmon",Aldi,dishes,,,False,204.0,5.4,23.0,10.0,1.0,2.9
05fedccb-120f-4e7f-a392-b783a5336752,Sucorine Xylit,Migros,spices,,,True,240.0,0.0,0.0,0.0,0.0,100.0
067cdf6c-fc8c-41f8-9b83-1c46a21e27cf,Trockenfleisch,Gruyere,lunchmeat,,,True,231.0,45.0,1.5,5.0,0.0,1.0
068caacb-73e6-4355-9c92-2803ba84f28d,Grüner Salat mit Dressing,,appetizers,,,False,59.0,1.4,3.2,4.5,1.4,0.0
069e0524-9a57-4342-ac8c-ef18b5dfe2d4,Rheinische vollkornschnitten,Rewe (Beste Wahl),bakedgoods,,,True,194.0,5.1,37.0,1.1,8.0,2.8
06e08c8d-225f-4f5a-be3e-7c02dc99bcc2,Poulet Stroganoff,Felfel,dishes,,,False,108.0,6.0,12.0,3.7,0.0,1.7
06ed699b-495a-4700-a04e-750d164d9f2e,Grill - Poulet BBQ ,Coop,meat,,,False,168.0,19.0,0.5,10.0,0.0,0.0
070c1461-7ee9-41f0-9d9c-096b74aa4e7b,Polenta (zubereitet),,cerealproducts,,,False,95.0,2.4,16.6,1.8,0.0,0.0
07696739-41fd-40df-9312-51426c219b95,Smoked Salmon,Coop,fish,,,False,182.0,5.5,24.0,6.3,1.1,2.1
07e1cb78-18ba-4424-8416-ab9c39e7fe60,Fanta Exotic,Fanta,drinksnonalcoholic,,,True,3.0,0.0,0.5,0.0,0.0,0.5
0802f0f1-b1ac-4e4b-83df-b5b366f5c665,Fitline  Protein Pfirsich-Maracuja,"Exquisa 0,2%",yogurt,,,True,58.0,7.4,6.2,0.2,0.0,6.0
081bc48a-9523-419b-a489-d7565e5b4fae,Premium Muesli Honey & Nuts,Golden Bridge (Hofer),cerealproducts,,,True,479.0,11.0,58.0,21.0,7.1,18.0
083a470f-72f2-4303-a384-6de80094b859,cheese ,,dishes,,,False,350.0,20.0,10.0,10.0,0.0,5.0
086b98f4-c03c-4383-8080-83a1aa376fca,Poulet XXL (sauce Tartare),Betty Bossi,hamburger,7627536962874,Poulet XXL Sauce Tartare,True,286.0,9.0,28.0,15.0,1.7,1.0
086ba456-f1a6-4c6d-9512-3fb7e9b039d4,Schweinesteak,Steak,pork,2130879008819,Schweinesteak vom Karree,True,120.0,21.0,0.0,5.0,0.0,0.0
08e060be-b7a3-4218-a3ee-0a1cbae28d50,"Erdnüsse im Teigmantel, Paprika",Snack Fun (Hofer),seeds,,,True,558.0,15.0,44.0,35.0,0.0,7.5
090444df-ddd2-486f-aab9-847951d92ea5,Penne Cinque Pi,Fooby,pasta,,,False,173.33,11.67,9.0,9.0,0.0,0.0
09047cd3-3c96-4927-9771-9a9427320c88,Poulet au Café de Paris,Felfel,dishes,,,False,141.0,7.23,17.0,4.4,0.0,1.1
091294af-635a-4757-bb36-addb03367a65,Salted peanuts,Zweifel,seeds,7610095201003,Salted peanuts,True,631.0,28.0,11.0,51.0,8.0,5.0
095c9092-921a-4620-a0b2-1f768ee8cbf9,Jogurt birchermüesli,Coop,cornflakes,,,True,108.0,3.5,15.0,4.5,0.0,0.0
0962d7f0-fa23-4a06-a0a2-8bc17601ba1a,Butterbrezeli mit Sonnenblumenkernen,Felfel,bread,,,False,393.0,9.0,40.0,21.0,0.0,1.8
0a5269df-6b2e-4150-b2f2-2e2bce875702,"Putenschnitzel, paniert",,poultry,,,False,263.0,15.85,22.79,11.69,1.25,0.89
0a5b91bf-75a0-4135-8a4a-c75908bf5c90,Doppelrahmfrischkäse,Milfina,creamcheese,,,True,241.0,4.5,3.5,23.0,0.0,2.6
0abeb426-7a62-4cf7-92f3-6f239a111907,La fionrenzana,TONA,drinksnonalcoholic,,,True,41.0,0.8,9.3,0.1,0.0,0.0
0abee944-9086-4126-922a-77afb4f3c6a7,Pouletgeschnetzeltes mit Nudeln,Le Patron,noodles,,,True,164.0,6.6,16.0,7.2,0.7,2.2
0acd2b88-74cf-476c-9665-62c2e9b6aaf0,Pouletfilet-Spiessli nature,Aldi,poultry,,,True,99.0,23.8,0.5,0.5,0.0,0.5
0ade6f17-94a6-4e31-8e53-d376d70f94e4,Kartoffel Gnocchi,Migros Mbudget,potatoproducts,,,False,137.0,3.7,29.0,0.5,1.1,0.5
0b7fa95e-539a-49ae-8e78-cfd33ac36f35,Nat Schoko-Haselnuss Kissen,Nestlé,cerealproducts,,,True,452.0,7.7,62.8,17.4,6.2,17.5
0c7411fa-5d42-47cd-8537-2aad75aa0404,Le Maxi Sandwich: Poulet Schnitzel,Felfel,bread,,,False,248.0,7.3,23.0,10.0,0.0,1.8
0c894823-346f-40b2-8099-bde4d349986d,Döner Kebap,Döner,fastfood,4019738034696,Veggie Döner Kebap,False,192.0,12.0,22.0,5.0,2.0,3.0
0cf4b87c-f123-4557-abad-65d2ecc1d484,Risotto,Fait Maison,vegetarian,,,False,132.0,7.0,10.0,4.0,1.0,1.0
0d50752b-da71-4fc6-8622-567ce7b95b89,Sushi Meal,Aldi,dishes,,,True,144.0,3.2,24.0,3.3,0.0,6.3
0d77e3a9-e901-48cc-bd91-2b77168185ff,Kartoffelstock ,Selbergemacht,potatoproducts,,,False,103.0,2.07,11.8,5.2,0.0,0.0
0d85e58b-ac6d-4fcd-91e4-360fbd1148d6,mc donalds sprite,McDonald's,fastfood,,,False,32.0,0.0,7.7,0.0,0.0,7.7
0d9b9156-c968-402e-910f-85f96c225609,Rauchwürstli classic,Grischuna,meat,,,True,450.0,26.0,1.0,38.0,0.5,0.5
0db4fc41-9024-419e-b599-136a56357280,Milchdrink uht,agri natura,milk,,,True,46.0,3.2,4.9,1.5,0.0,4.9
0e04f1e2-7bf0-4cd8-b229-c993621643e4,Appenzeller Schmelzkäse,Migros,cheese,7610200248534,Appenzeller Schmelzkäse,True,296.0,20.0,0.0,24.0,0.0,0.0
0e62985d-70fd-4a6e-b958-f38f167e01c2,Pad Thai Nudeln mit Huhn,Gourmet,dishes,,,False,180.0,10.0,20.0,8.0,0.0,5.0
0ebefec9-24ce-4203-ba32-1dbe2e6305d1,Lotus cheescake,Selbstgemacht,bakingingredients,,,False,284.0,6.3,25.4,17.5,0.0,0.0
0f6155ed-d816-4fac-b024-fc233451a110,Thonbrötchen,thonbrötcheb,bakedgoods,,,False,305.0,10.0,25.0,18.0,0.0,0.0
0f6377c0-91ba-41c9-81ff-2dd5578c7e8a,Laugenbrötli mit Thon,Mohn,bakedgoods,,,True,252.0,14.0,22.0,12.0,0.0,0.0
0f8a3a8b-186d-41c1-861a-b44fb107c5e0,Snacky stars,Snack Fun,miscellaneous,,,True,511.0,3.6,59.0,29.0,0.0,2.3
0f95ec96-0262-4798-b319-c7aadfac1583,Sliced chicken,Maple Leaf,poultry,,,True,120.0,25.0,2.0,1.5,0.0,0.0
0f967738-3729-490d-8422-00917e4ad110,Kebab di pollo,Delizie Del Contadino,meat,,,True,131.0,17.0,2.1,6.1,0.0,0.0
0fd63eca-7d56-4bbe-9b21-36e883182a2f,Ghackets mit Hörnli,Anna's Best,dishes,,,True,122.0,8.0,15.0,3.0,1.5,0.5
102bc959-a71b-4296-b8c4-0bcd32c52bfe,mozzarella,Lovilio,softcheese,,,True,251.0,19.0,1.0,19.0,0.0,1.0
103b72a5-4fcd-42b5-8d7d-a28da9d4c32f,Käsenudeln,Selbstgemacht,dishes,,,False,137.2,6.52,14.94,5.61,0.0,0.0
107e39e7-bdaa-4328-b2df-1a1c46b1c63d,Mc Wrap Chicken Honig-Senf,McDonald's,hamburger,,,False,191.0,7.8,20.0,8.0,3.3,2.6
10a0f828-cffa-4666-89d7-ed4f98c12f75,Chicken Mc Nuggets,Mc Donalds,fastfood,,,False,244.0,15.0,19.0,12.0,0.9,0.7
10ccf072-e49f-4570-9987-f62cea6f88e9,Canneloni Ricotta e Spinaci al pomodoro,Felfel,dishes,,,False,154.0,7.8,12.0,8.7,0.0,3.3
10d7860f-d681-4cbf-afc1-271778359a00,Leinsamen geschrotet,Migros Bio,cerealproducts,,,True,477.0,19.0,13.0,31.0,35.0,1.6
111ad5fe-ac79-4e3f-bf4f-b8660b9b2f52,Penut butter,Gina,sauces,,,True,643.0,22.0,12.0,55.0,0.0,6.7
115fa0be-319e-4c6f-8752-936be57d1b67,Weggli/Schwöbli,Migros,rolls,,,False,312.0,10.0,47.0,8.8,2.5,1.4
119bfdf5-4f6b-4812-9374-53f335872286,Protein Riegel Schoko-Geschmack,Crane (Hofer),candy,,,True,353.0,35.0,21.0,13.0,15.0,4.9
11bc8390-d4e3-4c63-bed9-6810c0cc4a56,Super smoothie uplift,Lidl Solevita,fruitjuices,,,True,62.0,0.4,13.7,0.1,0.0,13.0
122cfde4-7c66-4519-89d3-46dcf60cd673,Emmi Protein Coffee,Emmi,drinksnonalcoholic,7610900217885,Energy Milk High Protein Coffee,True,55.0,7.9,4.0,0.9,0.0,3.4
12344cee-6f0f-4bb3-99ef-06f16e730235,Lammrack,Migros,meat,2186238016858,Lammracks maniriert,False,155.0,20.0,0.0,8.3,0.0,0.0
1238f674-0327-4395-b4d2-8b1a0c883149,Total Protein Buttermilk Lime,More Nutrition,milk,,,True,373.0,74.4,5.9,4.7,0.0,2.8
131ce9ea-ed97-4b5b-8c4d-d6a2d1829e6a,Hackfleisch gekocht,,beef,,,False,82.0,18.0,0.0,2.0,0.0,0.0
1325778a-fd82-45b0-8b40-883ba02cc7b3,Joghurt Apfel- Zimt,Milfina (Aldi),yogurt,,,True,105.0,3.8,16.0,2.3,0.3,16.0
1345407a-fc5e-4513-b06e-fbaa51d1ca31,Dinkelspätzle,Selbstgemacht,noodles,,,False,177.0,8.0,25.0,5.0,0.0,0.0
1357b506-380a-40d0-83c3-5041af005198,Farmer Müesli Pecannuss,Farmer,cerealproducts,,,True,443.0,9.0,65.0,15.0,0.0,0.0
1385d1db-d432-480c-b781-5f081c142c47,Appenzellerin,Appenzeller,cheese,,,True,395.0,27.0,0.1,32.0,0.0,0.1
138effa6-0c38-4f11-a4c2-ba09976ebcf9,Redbull Viva Mate,ORGANICS by RedBull,drinksnonalcoholic,,,True,29.0,0.0,6.8,0.0,0.0,6.8
14206c7f-bfdc-467a-ad87-20e29ed79efd,ESN Designer Protein Bar Almond Coconut Flavor,ESN,chocolatebars,4250519307220,Designer Protein Bar Almond Coconut Flavor,True,441.0,31.0,32.0,23.0,3.7,4.6
14bbb807-06e2-486c-8195-56116c1c5f58,Ghackets und Hörnli (mit Zwiebeln & Käse),Migros,dishes,,,True,139.0,6.5,20.0,3.4,1.1,1.6
14ce25da-c06d-4de2-ad21-df44eb866e5d,More nutrition light peanut creme,More Nutrition,spreads,4260644043436,Light Peanut Creme,True,393.0,47.6,17.0,11.8,13.6,8.7
14eec87b-0927-43aa-a372-51455d3c6bf8,Pizza au poulet,Autentico,dishes,,,True,193.0,12.0,30.0,6.67,0.67,2.0
1565881a-7266-4d71-8656-5a0911626b3a,"Eismeergarnelen,gekocht,geschält",Gut & Günstig (Edeka),seafood,,,True,87.0,18.0,0.0,1.1,0.0,0.0
1566e0fc-0e1f-484b-a2de-93243c1c86ae,Schweinscordonbleu,,pork,,,True,183.0,18.0,12.0,7.0,0.0,0.0
159e62fc-41ac-4252-afce-7659eb346b71,Lasagne vegetarisch mit Sojagranulat,Selbstgemacht,vegetarian,,,False,124.0,7.82,9.24,5.86,0.0,0.0
15ea38f4-27bc-4aeb-b75a-5bc3234fdd11,Chocolait,Kambly,cookies,,,True,522.0,6.7,62.0,27.0,0.0,34.0
16745d23-69cd-47d8-9277-823002520fa6,Kokosnussmilch fettreduziert,Asia Green Garden (Aldi),milk,,,True,121.0,0.7,1.4,12.0,0.5,0.7
16c0868d-01d0-405b-b132-864e4b43d11a,Narosan Tropic,Nahrin,nutritionalsupplements,,,False,32.0,0.2,7.1,0.0,0.0,6.7
16d80b12-8496-40c6-8ec6-721b27e51155,Poulet brust,Country's best,poultry,,,True,101.0,23.0,0.1,1.0,0.0,0.5
17188fc5-ae47-4253-a3a4-ce79606f000c,Skandinavischer Räucherlachs,Gourmet Finest Cuisine ALDI,smokedfish,,,True,172.0,21.0,0.5,9.8,0.0,0.0
176651a9-a69c-44a2-8adb-83a1eda62add,Red Thai Chicken Curry,Dean & David,dishes,,,False,128.0,4.6,16.22,4.6,0.0,2.0
17887485-0e14-4505-9263-306d53020dbb,High protein wraps,Lidl,bread,,,True,293.0,18.0,37.0,7.0,5.0,1.5
17a982b5-14bb-46a1-be9c-6a5678dfc6e0,california rollen kawaii,Sushi & food,fish,,,True,153.0,5.4,21.0,5.2,0.6,4.7
17c02330-e8be-4376-ade8-cf55d767ecdb,Butterlaugebrezel,Mensa,spreads,,,True,345.0,7.8,52.0,11.7,0.0,0.0
17d3b269-30a4-44fc-85b7-7ef3a268b2e5,Milch Laktosefrei,Milfina (Aldi),milkshakes,,,True,39.0,3.3,3.0,1.5,0.0,3.0
17d96b52-7b38-4042-80ea-8efc7c14ab8c,Highprotein strawberry drink,Coop Qualité & Prix,milk,,,True,57.0,8.0,3.0,1.4,0.0,3.0
18040bc8-c704-4022-9aee-e2eb11403841,Chicken Nuggets,TopCc,meat,,,True,202.0,15.0,14.0,9.6,0.0,0.0
181ff637-942c-4bda-a019-e9910652c7fa,Überbackene Fajita mit Rind,Rewe,dishes,,,False,282.0,19.33,10.0,19.33,0.0,0.0
18288ac1-7bb2-49de-b0a1-437433c47b92,Poke Bowl Salmon,Eat happy togo gmbh,dishes,,,True,160.0,5.0,22.0,6.0,0.0,5.2
182daa28-c60b-49ee-a3f2-07a07606ff0c,High Protein Drink,Milsani (Aldi),milk,0000474046207,Milsani High Protein Yoghurt Drink. fruits of the Forest,True,62.0,10.0,4.9,0.5,0.0,4.8
184f65a2-1ef6-4f44-b7dd-a2c28eea8e5f,Weggli mit Thon,Coop Prix Garantie,miscellaneous,,,True,341.0,8.1,27.0,22.0,1.4,1.3
18576410-ef0c-4a27-858e-2c8a84c0abd5,Petit Pain à la Tête de Moin,Felfel,bakedgoods,,,False,257.0,11.0,29.0,11.0,0.0,3.1
18585dc1-12b0-47dc-add0-5f72b58bc199,Tafeltrauben hell kernlos,Weintrauben,fruits,4300175300476,Tafeltrauben hell süss & kernlos,True,67.0,0.7,15.2,0.3,1.5,15.4
18959ae0-e4d6-461d-be8d-3c68f01f93a5,M-Budget Wave-Chips,Migros,potatoproducts,,,True,511.0,5.6,56.0,28.0,6.2,3.6
18c2abb8-d1a1-4951-b685-77079979780b,Baumnussroulade,Selbstgemacht,pies,,,False,284.0,6.0,22.0,19.0,0.0,0.0
18e837e3-2eca-424f-b237-6a24dd38a765,Proteinbrot YOU,You,bread,,,True,298.0,26.0,9.3,15.0,11.0,2.1
190fc659-4f74-4f37-9e0b-99e20ebcb5f5,Chicken Strips Paprika & Honey,Coop Betty Bossi,poultry,7627534179090,Chicken strips Paprika & Honey,True,129.0,24.0,1.6,2.9,0.0,1.6
1938702c-d64a-43cc-9202-df109fe3e1ec,Poulet Sauce Cocktail,Topshop,meat,,,True,246.0,8.0,28.0,11.0,1.3,4.2
193e3efe-b48b-4560-8460-1b795a6351b1,Bio-Jasminreis-Mix,Spar Natur Pur,riceproducts,,,True,121.0,3.6,25.0,0.4,1.3,0.6
19c395d4-1fd4-41bb-8e16-bbf49644eeeb,"Ghackets, selfmade",,beef,,,False,145.3,13.16,3.4,8.43,0.0,0.0
19d134c0-aa74-4379-8820-b2f5d322cf24,Light Chips,Sun Snacks (Aldi),crisps,,,True,479.0,6.5,59.0,23.0,5.2,2.2
19d787cd-d997-420c-8785-9332d59257b4,Texan Pecan,Nuii,icecream,5900130034966,Texan Pecan ICE Cream,True,380.0,5.2,36.0,24.0,0.0,30.0
1a6b0e3e-b487-460a-bc0a-3ca6b42f4808,Schweizer Bürli ,Schweizer Bürli,rolls,4260563471051,Schweizer Bürli,False,276.0,12.5,66.0,1.6,0.0,0.0
1a6ef8c1-a31d-4e4a-abc1-48d05a8ab2f8,Maiskörner,MClassic,cannedvegetables,,,False,118.0,3.0,22.0,1.3,3.3,0.0
1a74327d-43ec-4b5c-b97e-248968e10a57,Merci Edel-Nougat,Storck,chocolatebars,,,False,562.0,7.5,49.6,36.4,0.0,0.0
1a8a7b86-92e0-4813-8d85-04ed1cb775ec,poke Bowl Chicken Asia4You,Lidl,dishes,,,True,127.0,5.7,19.0,3.0,0.0,4.7
1a9e2c3f-df10-4259-a0da-8f2fec05cc22,SchinkenSahneSpeck Nudeln,,pasta,,,False,238.0,2.0,25.0,10.0,0.0,1.0
1aadde47-0634-403c-9a26-c9651b9c66c5,Singapur Nudeln ,Netto,precooked,,,True,145.0,4.6,20.0,4.8,1.5,2.0
1ab89ed2-6d65-4e4d-ae72-2499788a09e8,Multivitaminnektar Rio Doro ,Rio d'Oro (Aldi),drinksnonalcoholic,,,True,47.0,0.5,5.5,0.5,0.0,5.3
1ac1fef7-ffa5-451f-b88d-a510e17f0d23,Erdnüsse geröstet & gesalzen,Snack Fun,seeds,,,True,619.0,24.0,11.0,51.0,8.4,5.2
1ac784d3-4d76-4ac1-9ec2-ca4a67d8ee6b,Yoghurtglace,Dieci,icecream,,,True,150.0,3.0,21.8,5.3,0.0,18.2
1acc08ff-7cf2-4c7e-8809-8153306e6153,1x Brotscheibe mit Honig pur,,dishes,,,False,202.67,0.13,49.33,0.0,0.0,0.0
1b08825e-bb10-489a-88fd-ab1e2974e798,Coconut & Indian Mango,Nuii / FRONERI Schöller GmbH,icecream,,,True,333.0,3.7,35.0,20.0,0.5,29.0
1b5c2965-8eb9-486d-aea9-55fbf39039a1,Grieschischer Joghurt,Milbona (Lidl),yogurt,,,True,121.0,4.6,3.2,10.0,0.0,3.2
1b5e46cc-3874-4c37-8b78-13d00e9342f6,Fromage,Darvida,cookies,7610032519130,DarVida fromage,True,442.0,15.0,55.0,16.0,6.6,2.6
1b81d1b7-15c2-447b-aa7d-241c078af18d,Fried Sushi Roll ,Sushi on fire,fish,,,False,175.07,3.6,15.51,11.08,1.14,4.16
1b825d9e-aa37-4596-b502-cf3588228c59,Petit beurre,Migros M Classic,candy,,,True,499.0,6.9,63.0,24.0,1.9,36.0
1bb0dd47-e7b6-4ce1-937e-4a4e57523dd6,Chicken dürüm,Betty Bossi,fastfood,,,True,217.0,7.9,26.0,8.7,1.5,3.4
1be0d5ff-dac6-41a0-a30b-1d1a01b93500,Blumenkohlauflauf mit Käse ,Selbstgemacht,dishes,,,False,220.0,14.31,6.7,14.74,0.0,0.0
1c1ef4e9-4b08-41ab-b3d1-043d4d0b2f3f,Mini Exotic,Migros,icecream,7613312483121,Mini exotic,True,124.0,1.6,26.0,1.4,0.5,22.0
1cdf5346-2598-49d6-b9fa-43cbf65bcbf9,Poulet Cocktail Sandwich,Good Choice,hamburger,4099200401133,Sandwich Poulet Cocktail,True,252.0,8.5,29.0,11.0,1.6,4.3
1d29c106-4407-40a5-b257-4e4c6bd56871,Yogos  Griechischer Art,Milbona (Lidl),yogurt,,,True,58.0,6.0,4.0,2.0,0.0,4.0
1d457020-b064-45c9-a65b-db6b3b407c7f,Ovomaltine Drink High Protein,Ovomaltine,milk,7612100908549,Ovomaltine Drink High Protein,True,80.0,7.4,10.5,1.1,0.5,7.0
1d56cff1-7cb7-4db8-acba-bc62fe123ecb,Trutenaufschnitt,Ponnath,poultry,,,True,105.0,20.0,1.7,2.0,0.0,1.6
1da74162-ba34-4248-908a-0893b4c23f50,Himbeermilch,Selbstgemacht,drinksnonalcoholic,,,False,45.0,3.0,4.8,1.3,0.0,0.0
1dc04ccf-bf0b-455d-8fd8-d717c3904e99,Mandel Pistaziengipfel,Kambly,cookies,,,True,528.0,11.0,54.0,29.0,0.0,23.0
1e6b1347-598f-462c-8c5b-1a403e06c4ea,Magerquark,Migros M Budget,curd,,,True,63.0,9.7,5.7,0.5,0.0,5.3
1e9184bc-f110-4e6d-a230-58e46669898f,Light Peanut Creme,More Nutrition,spreads,4260644043436,Light Peanut Creme,True,393.0,47.6,17.0,11.8,13.6,8.7
1ea1fee4-3c9b-41b1-a946-179a10cb1f3e,Halbrahm,Milfina (Aldi),milk,,,True,249.0,2.5,3.5,25.0,0.0,3.5
1eb7b915-4514-418f-a6da-91b9bb01b10b,Riche en protéines crème dessert chocolat caramel ,Envia Lidl,milk,,,True,81.0,10.0,6.5,1.6,0.4,4.9
1ec2292a-a685-4b99-95a9-178f2d93c9d4,Lachs in Sahnesoße,Eigene Herstellung,sauces,,,False,182.0,10.0,1.21,12.58,0.19,0.0
1ef19f3c-56f0-4f52-8869-432f7e0bbd6a,Vollkorntoast ,Taste Of America,bakedgoods,,,True,256.0,8.5,42.0,4.6,6.5,4.0
1f8ca0d4-9f66-4c82-ac13-6f3853c31e3d,Rindsbraten,,beef,,,False,125.0,20.0,0.0,5.0,0.0,0.0
1fbe37e7-4306-4ac1-a4a6-13d8188f0c29,Felfel Le Gruyère,Le Gruyère,hardcheese,,,True,415.0,33.0,1.0,31.0,0.0,0.0
1fcde8d4-bc0b-452d-827f-66f4f7f6809a,Mozzarella,Carboni,softcheese,,,True,246.0,19.0,1.0,19.0,0.0,1.0
20d1f7ed-f1e5-4e09-acef-d39f78da6e48,Low Carb Lemon & Pepper Chicken,Felfel,dishes,,,False,106.0,5.8,9.2,4.8,0.0,1.5
20d35136-982b-4c72-9ff5-a41ef2c4e8d3,More Clear Glow Peptides Multifruit ,More Nutrition,miscellaneous,4260644049971,More Clear Glow Peptides Multifruit,True,351.0,84.0,1.7,0.0,0.0,0.0
20f38889-14fd-4193-b932-0a86b01f0741,ASC lachsfilet,Coop,fish,2114494014158,ASC Lachsfilet ohne Haut,True,200.0,20.0,0.0,13.0,0.0,0.0
211e1bac-8e79-4352-beb1-381ef29132c4,Schmelzkäse,Appenzeller,slicedcheese,7610200248534,Appenzeller Schmelzkäse,True,280.0,19.0,0.0,23.0,0.0,0.0
21b328b6-d02d-4206-82bd-936256b40a95,Sandwich Poulet,Ok.,bakedgoods,,,True,255.0,11.0,33.0,8.4,1.8,2.8
21d83156-869d-4e84-8a37-e368523dc208,Zwiebelsauce,Selbsthergestellt,sauces,,,False,64.89,1.28,14.79,0.43,0.0,0.0
2207f00f-c28d-413b-988b-6403c3774c56,Vollrahm,Valflora,milk,7616600700306,Vollrahm,True,338.0,2.4,3.3,35.0,0.0,3.1
221bfb24-bc93-4771-8958-d7966e05f20b,Rauchlachs,Coop Prix Garantie,smokedfish,,,True,197.0,20.0,0.0,13.0,0.0,0.0
222a2376-20f9-4050-b01d-e5f2bb6622d3,High Protein Choco-Nuts Drink,Coop Qualité & Prix,nutritionalsupplements,,,True,60.0,7.0,0.7,2.8,2.1,0.0
22bfbf8b-1ed0-4cb8-92e5-fcd33f6b9731,Fackelspiess Gefüllt,Aldi,meat,,,True,281.0,16.0,1.8,20.5,0.0,7.0
23880b48-6c8d-468a-a952-c2aff93cbf23,Rindsgeschnetzeltes Stroganoff,Migros M Classic,beef,,,True,103.0,22.0,0.1,2.0,0.0,0.5
23acb18a-8817-40c7-ba0f-1be26331e8bb,Spiral-Nudeln ,MClassic Migros,noodles,,,True,365.0,15.0,68.0,2.8,3.7,0.6
244ba167-0cc0-463b-9438-e248cbe5466c,Thai Chicken fried Rice,Felfel,dishes,,,False,139.0,5.7,22.0,2.9,0.0,0.7
245a5f41-565d-4ccf-b881-99e0ff672f45,Soft milch,Farmer,granolabars,7613269187257,Soft Milch & Erdbeer,True,446.0,13.0,56.0,18.0,3.8,28.0
24660494-2d73-4a7a-87bf-c47a16a56f75,Chicken Fried Rice FelFel,Felfel,dishes,,,False,141.0,7.2,12.0,7.1,0.0,1.6
246f8372-b90c-4f37-a7a6-f9ffc213efe5,Country Cracker Sesam,Coop Qualité & Prix,cookies,,,True,451.0,13.0,53.0,19.0,8.1,3.3
